# Logfile created on 2026-07-27 09:55:10 +0200 by logger.rb/v1.5.3
2026-07-27 09:55:10 +0200: Memory Usage (437436K) : Starting running IHP-SG13G2 KLayout DRC runset on /foss/designs/CHIP-PLL/layout/PFD/PFD_cell.gds
2026-07-27 09:55:10 +0200: Memory Usage (437436K) : Ruby Version for klayout: 3.2.3
2026-07-27 09:55:10 +0200: Memory Usage (438460K) : Loading database to memory is complete.
2026-07-27 09:55:10 +0200: Memory Usage (438460K) : IHP-SG13G2 KLayout DRC runset output at: /foss/designs/CHIP-PLL/layout/PFD/drc_run_PFD_cell/PFD_cell_PFD_cell_main.lyrdb
2026-07-27 09:55:10 +0200: Memory Usage (438460K) : Evaluate switches.
2026-07-27 09:55:10 +0200: Memory Usage (438460K) : tables selected: main
2026-07-27 09:55:10 +0200: Memory Usage (438460K) : KLayout will use 1 thread(s) in tiling mode.
2026-07-27 09:55:10 +0200: Memory Usage (438460K) : deep mode is enabled.
2026-07-27 09:55:10 +0200: Memory Usage (441660K) : baspoly_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (441660K) : baspoly_pin has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (441788K) : psd_drw has 104 polygons
2026-07-27 09:55:10 +0200: Memory Usage (441788K) : nldb_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (441788K) : digibnd_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (441916K) : via1_drw has 250 polygons
2026-07-27 09:55:10 +0200: Memory Usage (441916K) : backmetal1_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (442044K) : backmetal1_pin has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (442044K) : backmetal1_mask has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (442172K) : backmetal1_filler has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (442172K) : backmetal1_nofill has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (442300K) : backmetal1_slit has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (442300K) : backmetal1_text has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (442300K) : backmetal1_opc has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (442428K) : backmetal1_noqrc has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (442428K) : backmetal1_res has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (442556K) : backmetal1_iprobe has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (442556K) : backmetal1_diffprb has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (442556K) : backpassiv_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (442684K) : res_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (442812K) : sram_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (442812K) : trans_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (442940K) : ind_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (442940K) : ind_pin has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (443068K) : ind_text has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (443196K) : salblock_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (443196K) : via2_drw has 266 polygons
2026-07-27 09:55:10 +0200: Memory Usage (443324K) : metal3_drw has 287 polygons
2026-07-27 09:55:10 +0200: Memory Usage (443324K) : metal3_pin has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (443452K) : metal3_mask has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (443452K) : metal3_filler has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (443580K) : metal3_nofill has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (443580K) : metal3_slit has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (443708K) : metal3_text has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (443708K) : metal3_opc has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (443708K) : metal3_noqrc has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (443836K) : metal3_res has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (443836K) : metal3_iprobe has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (443964K) : metal3_diffprb has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (443964K) : nwell_drw has 90 polygons
2026-07-27 09:55:10 +0200: Memory Usage (444092K) : nwell_pin has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (444092K) : nbulay_drw has 82 polygons
2026-07-27 09:55:10 +0200: Memory Usage (444220K) : nbulay_pin has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (444220K) : nbulay_block has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (444348K) : emwind_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (444476K) : emwind_opc has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (444476K) : deepco_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (444604K) : deepco_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (444604K) : mim_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (444604K) : edgeseal_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (444604K) : edgeseal_bound has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (444604K) : substrate_drw has 6 polygons
2026-07-27 09:55:10 +0200: Memory Usage (444732K) : substrate_text has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (444732K) : dfpad_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (444860K) : dfpad_pillar has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (444860K) : dfpad_sbump has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (444988K) : thickgateox_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (444988K) : pldb_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (444988K) : pwell_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (445116K) : pwell_pin has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (445244K) : pwell_block has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (445244K) : ic_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (445372K) : via3_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (445372K) : metal4_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (445372K) : metal4_pin has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (445500K) : metal4_mask has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (445500K) : metal4_filler has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (445628K) : metal4_nofill has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (445628K) : metal4_slit has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (445756K) : metal4_text has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (445884K) : metal4_opc has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (445884K) : metal4_noqrc has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (445884K) : metal4_res has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (446012K) : metal4_iprobe has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (446012K) : metal4_diffprb has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (446140K) : heattrans_drw has 76 polygons
2026-07-27 09:55:10 +0200: Memory Usage (446140K) : heatres_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (446268K) : pempoly_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (446268K) : fbe_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (446396K) : empoly_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (446396K) : ldmos_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (446524K) : pbiwind_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (446524K) : digisub_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (446652K) : nodrc_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (446652K) : text_drw has 15 polygons
2026-07-27 09:55:10 +0200: Memory Usage (446780K) : via4_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (446780K) : metal5_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (446780K) : metal5_pin has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (446908K) : metal5_mask has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (446908K) : metal5_filler has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (447036K) : metal5_nofill has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (447036K) : metal5_slit has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (447164K) : metal5_text has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (447164K) : metal5_opc has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (447164K) : metal5_noqrc has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (447292K) : metal5_res has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (447420K) : metal5_iprobe has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (447548K) : metal5_diffprb has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (447548K) : radhard_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (447548K) : memcap_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (447676K) : varicap_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (447676K) : flash_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (447804K) : intbondvia_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (447804K) : intbondmet_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (447932K) : devbondvia_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (447932K) : devbondmet_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (447932K) : devtrench_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (448060K) : redist_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (448060K) : graphbot_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (448188K) : graphtop_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (448188K) : antvia1_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (448316K) : antmetal2_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (448316K) : graphcont_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (448444K) : siwg_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (448444K) : siwg_filler has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (448572K) : siwg_nofill has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (448572K) : sigrating_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (448700K) : singrating_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (448700K) : graphpas_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (448828K) : emwind3_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (448828K) : emwihv3_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (448828K) : redbulay_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (448828K) : smos_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (448956K) : graphpad_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (448956K) : polimide_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (448956K) : polimide_pin has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (449084K) : recog_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (449084K) : recog_pin has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (449084K) : recog_esd has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (449084K) : recog_diode has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (449212K) : recog_tsv has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (449212K) : recog_iprobe has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (449212K) : recog_diffprb has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (449340K) : recog_pillar has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (449340K) : recog_sbump has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (449340K) : recog_otp has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (449468K) : recog_pdiode has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (449468K) : recog_mom has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (449468K) : recog_pcm has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (449596K) : colopen_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (449596K) : graphmetal1_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (449596K) : graphmetal1_filler has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (449724K) : graphmetal1_nofill has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (449724K) : graphmetal1_slit has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (449852K) : graphmetal1_opc has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (449852K) : graphmet1l_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (449980K) : graphmet1l_filler has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (449980K) : graphmet1l_nofill has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (449980K) : graphmet1l_slit has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (450108K) : graphmet1l_opc has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (450108K) : extblock_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (450236K) : nldd_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (450236K) : pldd_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (450364K) : next_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (450364K) : pext_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (450364K) : nexthv_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (450364K) : pexthv_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (450492K) : graphgate_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (450492K) : sinwg_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (450492K) : sinwg_filler has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (450620K) : sinwg_nofill has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (450620K) : mempad_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (450620K) : topvia1_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (450748K) : topmetal1_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (450748K) : topmetal1_pin has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (450876K) : topmetal1_mask has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (450876K) : topmetal1_filler has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (450876K) : topmetal1_nofill has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (451004K) : topmetal1_slit has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (451004K) : topmetal1_text has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (451132K) : topmetal1_noqrc has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (451132K) : topmetal1_res has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (451132K) : topmetal1_iprobe has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (451260K) : topmetal1_diffprb has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (451260K) : inldpwl_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (451388K) : polyres_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (451388K) : polyres_pin has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (451516K) : vmim_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (451516K) : nbulaycut_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (451516K) : antmetal1_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (451644K) : topvia2_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (451644K) : topmetal2_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (451772K) : topmetal2_pin has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (451772K) : topmetal2_mask has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (451772K) : topmetal2_filler has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (451900K) : topmetal2_nofill has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (451900K) : topmetal2_slit has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (452028K) : topmetal2_text has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (452028K) : topmetal2_noqrc has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (452156K) : topmetal2_res has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (452156K) : topmetal2_iprobe has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (452284K) : topmetal2_diffprb has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (452284K) : snsring_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (452284K) : sensor_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (452412K) : snsarms_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (452412K) : snscmosvia_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (452412K) : colwind_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (452540K) : flm_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (452540K) : hafniumox_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (452540K) : memvia_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (452668K) : thinfilmres_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (452668K) : rfmem_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (452668K) : norcx_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (452668K) : norcx_m2m3 has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (452796K) : norcx_m2m4 has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (452796K) : norcx_m2m5 has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (452924K) : norcx_m2tm1 has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (452924K) : norcx_m2tm2 has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (452924K) : norcx_m3m4 has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (452924K) : norcx_m3m5 has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (453052K) : norcx_m3tm1 has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (453052K) : norcx_m3tm2 has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (453052K) : norcx_m4m5 has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (453180K) : norcx_m4tm1 has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (453180K) : norcx_m4tm2 has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (453180K) : norcx_m5tm1 has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (453180K) : norcx_m5tm2 has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (453308K) : norcx_tm1tm2 has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (453308K) : norcx_m1sub has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (453308K) : norcx_m2sub has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (453436K) : norcx_m3sub has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (453436K) : norcx_m4sub has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (453436K) : norcx_m5sub has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (453564K) : norcx_tm1sub has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (453564K) : norcx_tm2sub has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (453564K) : snsbotvia_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (453692K) : snstopvia_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (453692K) : deepvia_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (453692K) : fgetch_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (453820K) : ctrgat_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (453820K) : fgimp_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (453948K) : emwihv_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (453948K) : lbe_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (453948K) : alcustop_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (454076K) : nometfiller_drw has 0 polygons
2026-07-27 09:55:10 +0200: Memory Usage (454076K) : prboundary_drw has 0 polygons
